Puan	Yorum
0	Suana kadar kullanmis oldugum en kotu telefon.Vidyo kalitesi berbat ne izledigini dahi secemiyorsun.Alali 2 hafta olmadi birden kendiliginden kapanip acildi butun numalar gitti.Paranizi çöpe atin buna vermeyin derim.
0	Bugün kargolanması gereken ürün hala kargolanmamış hazırlanıyor şeklinde görünüyo !!! 
0	 ürünün kendisinde bi sıkıntı yok gayet güzel ama şarj aleti bozuk çıktı.
0	Telefonu sipariş edeli 6 gün oldu hala telefon bana ulaşmadı ,hızlı kargo aynı gün kargo hikaye ,telefon gelirse telefon hakkında da yorum yazarım ama satıcı alakasız madem bu kadar geç göndereceksin arayıp bir bilgilendirme yap.
0	Eksilerinden bahsedeceğim, Type-C şarj /veri girişi çok daha düşük modellerde olmasına rağmen bunda yok, Kılıflı ve camlı kullanmama rağmen bir kere düştü ve milimetrik zor hissedilen bir yamulma gerçekleşti, Android PE güncellemesinden sonra telefonda bir yavaşlama ve uygulama yükledikçe hafif bir geçişlerde yavaşlama hissettim, 64 GB hafızanın yarısı doldu, windows 10 mu kuruyoruz pc ye anlamadım bu kadar yer kaplaması çok kötü.Şarjı 1 saatten aşağı dolmuyor. Bu fiyat sınıfında başka daha iyi telefonlar var onları iyi araştırın ve öyle karar vermenizi tavsiye ederim. Samsung seri üretime fazla girerek kaliteyi bozdu diye düşünüyorum.
0	orta seviye bir cihaza göre çok pahalı bu fiyata daha iyileri var
0	Eksileri:1- Telefonda Galeri ve Müzik çalar yok.2- Çok sık donma yapıyor.3- İşlemci hızı ürün açıklamasındabeklenen gibi değil.Artıları:1- Şarjı yüksek kullanımda dahi 1,5- 2 gün gidiyor. 2- Malzeme kalitesi güzel.
0	iyi bataryayı saymassak en ucuz ekran kullanılmış işlemci eski teknoloji. Bence vasat altı bir ürün. Fiyatı 1200 lirayı geçmemeliydi.
0	Günde üç kez şarja takmak isteyen ve telefonu tüm gün ultra pil modunda kullanmayı gözüne kestiren varsa hemen alsın. birde yamulursa ve ekranda çıtlamar duyarsanız tadından yenmez 
0	Dolar uçtu, telefonun f/p olmaktan cıktı,aşırı pahalı bu fiyata kesinlikle alınmaz,fiyatın düşmesi beklenmeli
0	bu devir için biraz bellek az üzerine biraz daha para koy başka bir model al
0	çok sık fotoğraf çeken ve fotoğraf kalitesine çok önem veren biriyim. önceki telefonum J7 prime'dı ve onu bıraktığım için inanılmaz pişmanım. ekran çözünürlüğü ve kamera Samsung'un yanına bile yaklaşamaz. eğer kaliteli fotoğraf çekmek için kullanacaksanız, çöp. buna vereceğiniz parayı hiç düşünmeden J7 Prime'a verebilirsiniz. fotoğraf vs. işim olmaz derseniz iyi bir telefon, hızlı. oyun oynamadığım için hakkında yorum yapamayacağım ama oyunla alakalı bayağı bir donanım var gördüğüm kadarıyla. 
0	1.5 senelik kullanımdan sonra söyleyebilirim ki donmalar başladı... işletim sisteminde bir sıkıntı var... batarya ilk kullanımın yarısında artık... daha bir çok şey söylenebilir de gerek yok... en fazla 1 yıllık bir telefon... 
0	sakın almayın
0	Avuç dolusu para verdiğiniz telefonun yanında kulaklık verilmiyor. Beni çok kızdırdı. Ufak bir sorun gibi gözükse de, bilseydim almazdım.
0	güya express kargo 2 gün geçti hala gelmedi yurtiçi aras bile hepsiexpress ten daha iyi olmuyorsa bırakın 
0	Ben bu ürünü satın almadim. Keyone olan modeli aldım. Telefon bir kere düşürmedim. Çok hassas kullandım. Ekranı gitti ve garantiye yolladım. Bana telefon fiyatı kadar masraf çıkardılar. Yani demem o ki alırken bunları da hesaba katın. Garanti anlaminda çok seçenek yok ve garantiyi de müşteri hatası ayağı ile telefon fiyatına getiriyorlar. Bu fiyata çok daha iyi seçenekler var.
0	Çok kötü
0	bartayası kötü çıktı ana ekradan su gibi batarya gidiyor ürün değişimi için iade şeylerini doldurdum aradım hepsiburdayı kutu açıldığı için servise gitmesi gerekiyormuş alalı 8 gün oldu
0	Tam bir vasat telefon 4 kamera olmasına rağmen sadece yüksek ışıklı ortamlarda güzel çekim yapabiliyor onun haricinde fotoğrafların birçoğu bulanık çıkmaktadır. Yorumlara aldanmayınız kalite sıfır denebilecek düzeyde daha öce çok çok kötü cihazlardan bu telefona geçmiş arkadaşların sadece güzel yorum yaptığına inanmaktayım. Orta üst sınıf veya üst sınıf bir telefon kullandıysanız bu telefona alışamazsınız.
0	Atı alan Üsküdar'ı geçti. Ne cihazlar, ne teknolojik donanımlarla, ne fiyatlara çıktı ! Blackberry Cihazları teknolojik olarak geriden gelmesine rağmen komik fiyatlar talep edilmeye devam ediliyor. Key2 yeni bir cihaz olmamasına rağmen bukomikliğin en son örneği.
0	Ürün ekrana yapışmadı hava kabarcığı bıraktı
0	şu tlf bu paraları asla haketmiyor
0	Bu TLF da işe yarar tek özellik 5000 mahallesi batarya. Fiyatı bu şekilde olursa alternatifi çok fazla.
0	ucuz diye dedeme aldık görüntülü görüşme yaparken görüntü donuyor. Aynı internete bağlı başka bir cihazda aynı sorun yok ve şarjı çok hızlı bitiyor kesinlikle hayal kırıklığı.
0	Aldığıma pişmanım. 1 yıldır kullanıyorum ve android development da yapan birisiyim. Bu fiyata alınmaması gereken bir telefon. İki defa arıza çıkardı ve en son düşürüp ekranını kırdım : ki onu da değiştirmek baş belası bir hale döndü. USB şarj durumunda telefon ağırlaşıp saçmalıyor. Yani donuyor, kontrol edemiyorsunuz. 
0	telefonu 1 sene önce aldım ve o zamanlar birşeyi yoktu. aldıktan sonra 7.0 güncellemesi yaptım ve telefonda interneti açınca kasma ve donma meydana geldi. ayrıca şuan telefon durduk yere aşırı ısınıyor. kesinlikle tavsiye etmem. alıcısına geçmiş olsun
0	Önceden huawei parasına göre alabileceğiniz en iyi telefonu sunuyordu şimdi ise piyasaya göre fiyatları yukarı çekti ? Şımartılmaması gerekilen bir marka.
0	ABD prizine uygun bir şarj cihazı ile geldi, Türkiye'de kullanmak için uygun bir ürün değil. İade başvurusu yaptım. Türkiye'de şarj edilemeyen bir telefonu neden satıyorlar ki?
0	Mobil bağlantı da kopmalar oluyor.sırf bu yüzden 3 g kullanıyorum genel bir sorun sanırım forum sitelerinde çokça dile getirilmiş. Fiyatı sanırım diğer telefon lara kıyasla bu yüzden düşük alacaklara tavsiyem gün içinde mobil veriye ihtiyaç duyuyor sanız telefon sizi çıldırtabilir
0	Verilen paraya yazık ben de yorumlara bakıp aldım ama alınacak bir telefon değil. Tuş takımındaki ışık yetersiz gece görünmüyor ve yanıp sönüyor süresi az. Batarya 1 saat dayanmıyor. Servise gönderdim kullanıcı hatası diyor ve ücret talep ediyor almak isteyen bir daha düşünsün
0	Kesinlikle beklentilerimi karşılamayan bir telefon. Sıradan, malzeme kalitesi standartların altında, kuruşu kuruşuna hesaplanarak malzeme tercihi yapılmış bir telefon. Kulaklık kalitesi, şarj kablosu, kısaca sıradan malzeme.
0	bende mate 10 lite vardı 2017 çıkmıştı sanırımyani off kesinlikle bunu almalıyım dedirten hiçbir özelliği yok 2 yılda 0 gelişme bunun yerine biraz aklınız varsa Xiaomi 8 lite alın derim her özellikte yok etmiş
0	Cihazı Hepsiburada aldım hoparlör birinden ses geliyor diğerinden gelmiyor bozuk çıktı hoparlör açık konuşma yaptığımda ses karşı tarafı gitmiyor hiç beğenmedim para çöpe gitti uğraş dur simdi
0	Sahip oldugum iphone telefona guncelleme geldi ve bir ay byunca sim kart gormedi. Sonra duzeldi. Bu sirada mecburen yeni telefon aldim. Tesekkurler iphone. 
0	klavye çok dar çok ısınıyor gece kamerası berbat Yapay Zeka canın istediği zaman çalışıyor çok donuyor ben telefonda oyun oynuyorumÇentik ekran yarısını kesiyorTelefonda hızlı şarj yazıyor ama hızlı şarj etmiyor 0'dan 100'e 4 saatte sarj etti Arkadaşlar bence Bana kalırsa başka telefon bakın bu telefon para verilmez ben aldım pişman oldum
0	pubg mobilde oynarken 2el oynadikdan sonra isiniyor fakat kasma yapmiyor dusuk ayarlardaKamera Video cekerken isiniyor Patliyacakmi korkusu olustu bende Telefon ozellkleri harika sadece isinmasi beni uzdu o kadar.Sarji 12 saat goturuyir fazla oyun oynanmadigi surece
0	Ürün problemli çıktı. Ses çıkışı arızalı, video kayıtlarda sorun oluyor. Telefonda bağırmadan anlaşılmıyorum ve arada takılıyor, donma yapıyor.
0	Arama yapar. Mesaj atar. Whatsapp ile görüşme yapar.Zaten bende bu 3 özelliği için aldım. Fakat İnternette gezemezsin. Telefon ağır kaplumbağa gibi. Hatta çok yavaş bilginiz olsunn. İhtiyacınıza göre alın.
0	Siparişimi vereli bu gün 3 gün doldu. Ancak hala kargoya verilmemiş. Farklı satıcılarda sıkıntı yok ama satıcısı Hepsiburada olanlarda sıkıntı var gibi. Yani kargoya verilmesi için bi 4-5 gün beklemeniz gerekir. Bu da can sıkıcı bir durum.
0	MART AYINDA ALDIM , ŞU AN TARİHLER EKİM AYINI GÖSTERİYOR. BU YORUMUM YAKLAŞIK 6-7 AYLIK BİR SÜREÇTE EDİNDİĞİM DENEYİM YORUMU. TELEFON GÜZEL AMA UZUN VADELİ OLAMAYACAK , İŞ İÇİN AKTİF VE SÜREKLİ KULLANILAMAYACAK TELEFON. 5. AYDAN SONRA KAMERA AÇARKEN DONMALAR BAŞLADI , UYGULAMALARDA TAKILMALAR BAŞLADI  32 GB HAFIZA KARTINDA TÜM BİLGİLER SAKLANMASINA RAGMEN. OPTİK KAMERA SABİTLEYİCİ HAK GETİRE.GÜN ÇOK UGRAŞMAZSANIZ SARJI GİDİYOR. 6 AY GEÇİNCE TEKRAR 1 GÜNE DÜŞTÜ. MALZEME KALİTESİ ÇOK KÖTÜ KILIFSIZ KULLANAMAZSINIZ.
0	cok övdükleri için aldım ancak bes para etmez sarjı cok hızlı bitiyor kesinlikle tavsiye etmem pil amperine aldanmayım sarj sıkıntılı
0	Ben hayatımda böyle kötü telefon görmedim
0	Çok kalitesiz 
0	Telefonla ilgili öncelikle kötü bulduğum yönleri yazıyorum telefonu reklamlarda gördüm kamera tanıtımı hoşuma gitti ama hiç de reklamlarda gösterilen kamera değil düşük ışıkta berbat çekiyor bol ışıklı ortamda da iyi çekiyor ama sürekli stüdyo ışıkları ile gezemem işlemci nedir onuda bilmem ne nasıl güç veriyor anlamam ama pubg de en düşük ayarlarda bile kasıyor işlemci yi burdan anlayın diğer kötü yanlara gelince uygulamalarda mesela banka bir kod istiyor uygulama dan çıkıp mesajlara gireceğim ama çıkamıyorum çıkınca hemen uygulamayı kapatıyor haliyle tekrar baştan başlıyorsun işlemlere klavye ile bir şey yazarken sürekli klavyenin kaybolması ise tam sinir bozucu nokta peki iyi yönleri yok mu var tabi dış görünüşü iyi premium bir hava katmış diğer özellikler de işte radyo var işte yüz tanıma iyi çalışıyor parmak izi güzel çalışıyor vatsap instagram da da kassa zaten bu telefon olmaz zaten klasik özellikler işte kısacası ilk Huawei telefonu deneyimimdi öylede kalacak gibi bir telefon
0	Telefon Yüzme Bilmiyor suya düşürdüm ithalatçı garantili yaptırmıyorum.yüz tanıma güvenli değil Türkiye ayarları tam anlamı ile uygun değil Hindistan seçip bazı menüleri aktif yapıyorsun parmak okumada da aynı sıkıntılar yaşanabiliyor pil performansı fena değil ama çok daha 3000 A göre çok daha iyi olmalı
0	Bu fiyata bu telefonu kimse almaz ki Blackberry hastası birisi olarak bende almam çok yüksek fiyatlar
0	ürün yeni ulaştı bana ürün iyi fakat içinden kulaklık çıkmadı sıfır bir ürünün içinden kulaklık çıkmaması beni üzdü 
0	Kamerasına güzel diyorlar fakat ben beğenmedim özellikle kırmızı Renkleri pembe gibi gösteriyor yapay zeka renk tonlamasını doğal yapamıyor çok yapay duruyor renkleri. Onun dışında sıkıntı yok
0	Z30 bekliyor idim Z20 den iyi olur Didim ama Vestel geriye gitmiş Z20 bu TLF daha iyi f/ p oranı çok iyi o yüzden geçen hft Z20aldım bir hft dır kullanıyorum memnunum.
0	Gelen siparisimde kulaklık cıkmadı garanti belgeside yok ayrıca telefon cok ısınıyor cokta yavas ben begenmedim
0	faturamı hala göndermediler. alalı 2 hafta oldu. ayrıca ımei nedeniyle telefonunuz kapatılacak diye mesaj geldi. anlamadım hala niye fatura gelmez ve bu mesaj da neyin nesidir. kim ilgilenecek yardımcı olurlarsa sevineceğim. 
0	selfie kamerası gerçekten kötü.Dusuk ışıkta leş,bu telefon bana megapiksel kavramının tek başına birşey ifade etmediğini gösterdi ayrıca 1080p görüntü yok
0	kutu içeriği güzel,kargo gönderimi ve teslimatı yeterince iyi,fakat makine çok ısınıyor, şarjda kullanım dışı iken bile sıcak, zaten navigasyonu açmaya hiç gelemiyor, patlayacak ve yanacak diye korkuyorum.Genç kullanıcılara tavsiye etmiyorum, ileri yaşta taknolojiyi fazla kullanmayan, mesajlaşma ve banka uygulamalarını kullananlara tavsiye edilir.
0	kötü, Tavsiye etmiyorum.
0	Hepsiburada aracılığıyla aldım.hersey çok iyidibeş yıldız verecektim ama güncellemeyi indirdim ve farklı bişey oldu ...şebeke sıkıntısı mobil geride kopmalar yüz tanımada gecikme şarj.. gibi araştırdım bu tip sıkıntılar xiaomide meşurmuş..MIUIbu sıkıntıları çoktan çözmesi gerkirdi telefonun bütün ihtişamını geride bırakıyor ... bazı insanlar böyle sıkıntı yaşamadığını belirtiyor alacak arkadaşlar biraz daha rastirmasini tavsiye ederim ..
0	Bu site üzerinden özellikle de Express kargo olarak kesinlikle almayın. İstanbul içinde olduğum halde express kargo yaptığım halde 3 günde elime ulaşmadı telefon. Ayrıca iletişim için kargoya belli saatler dışında ulaşamıyorsunuz bile. Express olarak 3 günde İstanbul içine geliyorsa normali kim bilir ne zaman gelir ?
0	en kısa sürede satıp huawei p20lite alacagim sizde alabilirsiniz o daha iyi
0	Vestel tavsiye etmem çok donuyor
0	Telefon çok aşırı derecede ağır hantal .İnternete bağlanabilirmiyim diye sormayın.Eğer telefonun başında ihtiyarlamaya razıysanız interneti kullanabiilrsiniz. Sayfalar arasında geçişler için tatile git gel hala sayfayı açılmamış bulursun.Bataryası çok büyük problem.Telefonun değerinin 3 katı kadar para verdim,piyasanın üstün özellikli 1 hafta garantili bartaryalarını aldım.Ama nafile.Servis bakmadı. İthatçı firma garantiliymiş.Garanti için İstanbula göndermem lazımmış.Gönder kargo parası ,gelsin kargo parası-garanti sonucu= müşteri hatası olmuş......Bataryasını günde 3 defa şarj ediyorum yine olmuyor.Metrobüsler gibi elektrik direğine bağlı kabloyla gezer hale geldim.Artık masrafını kabul ettik tamire verdik.Kısa devre olabilirmiş. Formatta attırdım.Yine düzelmedi.yine düzelmedi.Yani kısaca zamanı ve parası bol olanlar için mükemmel bir seçim!!!!!!!....
0	tasarımı çok güzel olsada bu fiyat ona göre fazla.Pilin 5000mah olduguna bakmayin 1 gunu zor cikariyor.
0	Telefonun çözünürlüğü iyi değil belkide bana gelen üründe sıkıntı var bilmiyorum
0	Arkadaşlar ürün donanımsal olarak güzel yalnız yazılım sorunlu. Bir çok kişi 4g lte de kopma yaşıyor, kimisinde hücre beklemede aşırı şarj yiyor, bende bildirimlerde sorun var. İşin özü şanslıysanız cihazda bir hata yoksa güzel telefon ama bu sorunlardan birisi çıkarsa cihazda kafayı yedirtiyor. Güncelleme ile geçer dediğiniz hiçbir sorun da düzelmiyor aksine yeni sorunlar çıkıyor. Ben kafam rahat etsin diyenlere öneremiyorum.
0	Ürün cok kötü donuyor ve resim hiç yok resim cekiyoruz depo dolu diyor
0	Telefon boyuna çok uzun olmasına rağmen enine çok dar ve bazı sosyal medya programları bunu algılayamıyor. İkinci olarak telefon darbelere karşı aşırı dayanıksız . Ama bunların hanında hepsiburadanın herhangi bir suçu yok. Ürünü hemen kargoladılar.Ürünün orjinalliği ile ilgili herhangi bir sorun yok.
0	TFT:Şekilde görünen TN Twisted Nematic alan etkili matrisli LCD dir. TN TFT panellerde, sıvı kristalleri filtreye dik açıyla yerleştirilmiştir. TN TFT panelleri uygulaması kolaydıır. TN, TFT LCD ‘nin ilk halidir.İlk piyasaya çıkan TFT LCD ‘dir . Hem ucuz hem kullanımı kolay olduğu için TFT LCD oldukça yaygın kullanılmaktadır.TFT LCD’de ışık polarizasyon yani yönlendirme filtreleri kullanıldığı için iyi bir görüntü görebilmek için ekrana dik bakılması gerekmektedir. Ayrıca TFT de her bir piksele bir transistör bulunur. İlk dönem çıkan LCD ekranlı cihazlarda özellikle yandan bakışlarda görüntü ve renk kayıpları görülür. TFT LCD’lerin bir diğer dezavatanjı da ölü piksellerin çok belirgin olmasıdır.Bir diğer sorun daTFT LCD’lerin üstüne bastırınca görüntü kaybolur ve hoş olmayan bir görüntü oluşur.alıntıdır
0	Huawei P20 lite aynı özellikte yarı fiyatına
0	telefon adeta kağıt dan yapılmış çok kalitesiz malzeme bükülme sorunu var
0	Eski tel lg g3'dü anakart arızası nedeniyle değiştirdim.G3 standardını olarak benimserseniz. Mate 20 lite'teKulaklık sesiniHoparlör sesiniFotoğraf kalitesini kesinlikle beğenmezsiniz. Özellikle kameralarının megapikseline kanmayın 1/5 kalitede iş yapıyor. Bol ışık alırsa yazılım sayesinde güzel çekiyor ama düşük ışıkta çooook kötü. Slov motion çekmese daha iyi olurdu o kadar kötü. Tek sevdiğim yanı ekrana yağmur da yağsa, kar da yağsa kullanabiliyorsunuz.
0	Bir kullanıcı harici kart girişi yok demiş, düzelteyim;var. 1.sim kart yuvasının üzerinde kart yuvası bulunuyor. dikkat edilmediğinde yokmuş zannedilebilir. bu fiyata iyi bir ürün. kamera vasat. çok şey beklemeyin. neticede samsung telefon. 
